,index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price
782,782,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:15,1040,1 stop,10262
783,783,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,1025,2 stops,13014
784,784,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,2:55,85,non-stop,5678
785,785,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,4:00,170,non-stop,3943
786,786,Jet Airways,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,1620,2 stops,13292
787,787,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,930,1 stop,7198
788,788,GoAir,2019-01-06,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,3898
789,789,IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,11:55,635,1 stop,6674
790,790,Air Asia,2019-01-06,Kolkata,Banglore,CCU → BLR,10:20,155,non-stop,4409
791,791,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,6:40,740,1 stop,11200
792,792,IndiGo,2019-01-06,Delhi,Cochin,DEL → PNQ → COK,23:30,305,1 stop,10112
793,793,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:30,655,1 stop,14714
794,794,Air India,2019-01-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,1275,2 stops,10441
795,795,Air India,2019-01-06,Delhi,Cochin,DEL → BLR → COK,17:40,320,1 stop,7384
796,796,Vistara,2019-01-06,Chennai,Kolkata,MAA → CCU,7:05,135,non-stop,3687
797,797,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,9:15,90,non-stop,4049
798,798,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:10,500,1 stop,6628
799,799,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,1090,2 stops,14237
800,800,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,22:50,335,1 stop,10262
801,801,Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,615,1 stop,10454
802,802,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,7:05,85,non-stop,4050
803,803,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:30,750,1 stop,6416
804,804,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:15,1485,1 stop,14714
805,805,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,600,1 stop,14714
806,806,IndiGo,2019-01-06,Delhi,Cochin,DEL → COK,5:35,195,non-stop,6541
807,807,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,16:00,300,1 stop,6593
808,808,Air India,2019-01-06,Kolkata,Banglore,CCU → BLR,20:45,155,non-stop,4145
809,809,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,360,1 stop,14714
810,810,Air India,2019-01-06,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,7480
811,811,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:40,455,1 stop,10261
812,812,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2:15,620,1 stop,14714
813,813,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,360,1 stop,10262
814,814,IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,6:50,560,1 stop,6442
815,815,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,14:55,455,1 stop,7038
816,816,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,14:55,150,non-stop,3841
817,817,Jet Airways,2019-01-06,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,505,2 stops,16263
818,818,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,7:10,540,1 stop,7038
819,819,Air India,2019-01-06,Delhi,Cochin,DEL → TRV → COK,5:15,1535,1 stop,7480
820,820,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,20:55,450,1 stop,10262
821,821,Air India,2019-01-06,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,865,2 stops,14667
822,822,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:30,465,1 stop,16108
823,823,Air India,2019-01-06,Banglore,Delhi,BLR → DEL,17:00,165,non-stop,7171
824,824,Air India,2019-01-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,1730,2 stops,13591
825,825,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,10:10,170,non-stop,3943
826,826,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,780,1 stop,13587
827,827,Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,1300,2 stops,10919
828,828,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2:15,1570,1 stop,10262
829,829,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:00,300,1 stop,10262
830,830,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,11:10,175,non-stop,7229
831,831,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,15:00,630,1 stop,6628
832,832,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,1025,2 stops,10368
833,833,Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,1320,2 stops,13376
834,834,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BHO → BOM → COK,5:30,425,2 stops,13344
835,835,SpiceJet,2019-01-06,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,3543
836,836,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,3210
837,837,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:15,435,1 stop,13377
838,838,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,750,1 stop,13377
839,839,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3573
840,840,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:30,1530,1 stop,10262
841,841,Air India,2019-01-06,Delhi,Cochin,DEL → MAA → COK,12:30,1255,1 stop,7480
842,842,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,16:55,90,non-stop,3175
843,843,SpiceJet,2019-01-06,Delhi,Cochin,DEL → MAA → COK,6:05,315,1 stop,5583
844,844,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,21:20,90,non-stop,2227
845,845,Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,1300,2 stops,10919
846,846,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,21:50,395,1 stop,10262
847,847,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:45,1010,1 stop,10262
848,848,Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,1320,2 stops,10919
849,849,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,930,1 stop,13377
850,850,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,5:55,160,non-stop,3625
851,851,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:40,560,1 stop,7740
852,852,Air India,2019-01-06,Mumbai,Hyderabad,BOM → HYD,19:30,75,non-stop,3100
853,853,Jet Airways,2019-01-06,Delhi,Cochin,DEL → COK,11:00,195,non-stop,7202
854,854,SpiceJet,2019-01-06,Delhi,Cochin,DEL → BLR → COK,17:55,295,1 stop,5975
855,855,IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,6:50,320,1 stop,5298
856,856,Vistara,2019-01-06,Banglore,Delhi,BLR → DEL,21:00,170,non-stop,4668
857,857,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,13:00,170,non-stop,3943
858,858,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:00,690,1 stop,13377
859,859,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:15,610,1 stop,14714
860,860,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,3:50,910,1 stop,12192
861,861,Air India,2019-01-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,1210,2 stops,10467
862,862,IndiGo,2019-01-06,Delhi,Cochin,DEL → MAA → COK,7:15,315,1 stop,6582
863,863,IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,7:35,275,1 stop,5054
864,864,Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,675,1 stop,9929
865,865,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,22:15,155,non-stop,4804
866,866,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,22:05,140,non-stop,5277
867,867,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,15:00,630,1 stop,13377
868,868,Vistara,2019-01-06,Delhi,Cochin,DEL → COK,6:00,190,non-stop,6741
869,869,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,375,1 stop,16108
870,870,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:15,550,1 stop,14714
871,871,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:05,730,1 stop,12927
872,872,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,7:55,140,non-stop,3850
873,873,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,4050
874,874,Air India,2019-01-06,Delhi,Cochin,DEL → COK,5:10,170,non-stop,6094
875,875,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,600,1 stop,12717
876,876,Vistara,2019-01-06,Banglore,Delhi,BLR → DEL,17:00,155,non-stop,4878
877,877,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,9:45,765,1 stop,9646
878,878,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:30,450,1 stop,14714
879,879,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:05,715,1 stop,15190
880,880,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,1415,1 stop,10262
881,881,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,12:00,90,non-stop,2754
882,882,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,2:55,85,non-stop,4050
883,883,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,6:55,155,non-stop,3841
884,884,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:00,865,1 stop,14714
885,885,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,16:55,170,non-stop,4823
886,886,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,460,2 stops,18485
887,887,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:05,330,1 stop,16079
888,888,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:35,415,1 stop,6628
889,889,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,810,2 stops,13014
890,890,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:30,480,1 stop,6628
891,891,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,7:05,545,1 stop,9646
892,892,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:05,330,1 stop,12898
893,893,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,1655,1 stop,10262
894,894,GoAir,2019-01-06,Delhi,Cochin,DEL → AMD → COK,7:25,370,1 stop,6393
895,895,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:15,1100,1 stop,10262
896,896,Air India,2019-01-06,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,1585,3 stops,12383
897,897,SpiceJet,2019-01-06,Mumbai,Hyderabad,BOM → HYD,13:15,90,non-stop,2175
898,898,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,925,1 stop,10262
899,899,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,20:05,95,non-stop,2227
900,900,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,21:50,885,1 stop,14714
901,901,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,16:00,570,1 stop,13377
902,902,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,7:05,925,1 stop,9646
903,903,Vistara,2019-01-06,Banglore,Delhi,BLR → DEL,11:30,170,non-stop,4668
904,904,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,20:20,155,non-stop,4804
905,905,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,12:50,490,1 stop,7005
906,906,Air Asia,2019-01-06,Kolkata,Banglore,CCU → BLR,22:50,150,non-stop,4409
907,907,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,7:55,330,1 stop,9330
908,908,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,720,1 stop,13587
909,909,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,7229
910,910,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,2:15,1005,1 stop,10262
911,911,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,22:50,825,1 stop,10262
912,912,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,15:40,165,non-stop,3540
913,913,Vistara,2019-01-06,Banglore,Delhi,BLR → DEL,7:00,160,non-stop,4878
914,914,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,1375,2 stops,13014
915,915,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,7:10,175,non-stop,4823
916,916,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:45,1395,1 stop,14714
917,917,Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,555,1 stop,9929
918,918,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:00,450,1 stop,7933
919,919,Air India,2019-01-06,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,2280,3 stops,10703
920,920,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,4:55,460,1 stop,11098
921,921,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,11:35,145,non-stop,3858
922,922,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:20,910,1 stop,6795
923,923,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,8016
924,924,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,440,2 stops,15812
925,925,Air India,2019-01-06,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,1560,2 stops,12970
926,926,GoAir,2019-01-06,Banglore,Delhi,BLR → DEL,11:40,170,non-stop,3898
927,927,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,18:15,610,1 stop,10262
928,928,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,15:00,1680,1 stop,14714
929,929,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,4:40,155,non-stop,4804
930,930,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:00,510,1 stop,7408
931,931,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:45,615,1 stop,12524
932,932,IndiGo,2019-01-06,Kolkata,Banglore,CCU → BLR,17:15,155,non-stop,5224
933,933,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,480,1 stop,7933
934,934,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,440,2 stops,18804
935,935,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,6:00,165,non-stop,8016
936,936,Air India,2019-01-06,Banglore,Delhi,BLR → DEL,10:00,165,non-stop,6961
937,937,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:20,535,1 stop,9526
938,938,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,660,1 stop,14714
939,939,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:30,570,1 stop,13587
940,940,Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,1300,2 stops,13376
941,941,IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,17:05,320,1 stop,7060
942,942,Air India,2019-01-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,1275,2 stops,10441
943,943,Jet Airways,2019-01-06,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,505,2 stops,15318
944,944,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:45,520,1 stop,14714
945,945,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,535,2 stops,13014
946,946,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,8:30,170,non-stop,4823
947,947,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,20:00,170,non-stop,4823
948,948,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:30,630,1 stop,11200
949,949,Air India,2019-01-06,Chennai,Kolkata,MAA → CCU,11:40,135,non-stop,4667
950,950,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,675,1 stop,16108
951,951,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:00,840,1 stop,7408
952,952,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,17:30,1530,1 stop,14714
953,953,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,8:20,180,non-stop,8016
954,954,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,1615,2 stops,10368
955,955,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,555,1 stop,16108
956,956,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,535,2 stops,10368
957,957,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,12:50,760,1 stop,6795
958,958,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:00,1355,1 stop,10262
959,959,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,5678
960,960,Air India,2019-01-06,Banglore,Delhi,BLR → DEL,13:20,170,non-stop,6961
961,961,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,1:30,165,non-stop,4077
962,962,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:15,550,1 stop,10262
963,963,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,12:50,385,1 stop,9526
964,964,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,9:30,170,non-stop,3919
965,965,Air India,2019-01-06,Delhi,Cochin,DEL → COK,14:10,180,non-stop,6934
966,966,IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,16:10,380,1 stop,6938
967,967,SpiceJet,2019-01-06,Chennai,Kolkata,MAA → CCU,9:45,135,non-stop,3543
968,968,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,13:15,555,1 stop,9646
969,969,GoAir,2019-01-06,Delhi,Cochin,DEL → BOM → COK,14:25,310,1 stop,10651
970,970,IndiGo,2019-01-06,Delhi,Cochin,DEL → COK,14:25,195,non-stop,6015
971,971,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:35,895,1 stop,6206
972,972,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,720,1 stop,7933
973,973,Air India,2019-01-06,Delhi,Cochin,DEL → MAA → COK,9:45,1420,1 stop,8372
974,974,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10:00,1105,1 stop,10262
975,975,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:00,1225,1 stop,10262
976,976,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,22:20,140,non-stop,3873
977,977,Vistara,2019-01-06,Delhi,Cochin,DEL → COK,14:40,190,non-stop,6741
978,978,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,6:40,755,1 stop,8937
979,979,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11:25,470,1 stop,8937
980,980,Jet Airways,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,1295,2 stops,13292
981,981,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,22:10,170,non-stop,3419
982,982,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,1125,2 stops,13014
983,983,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,9:00,615,1 stop,16108
984,984,Air India,2019-01-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,1410,2 stops,10651
985,985,Jet Airways,2019-01-06,Mumbai,Hyderabad,BOM → HYD,7:05,85,non-stop,5678
986,986,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,1615,2 stops,10368
987,987,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:15,1425,1 stop,10262
988,988,IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,2:00,345,1 stop,6386
989,989,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,560,2 stops,10368
990,990,Air India,2019-01-06,Delhi,Cochin,DEL → CCU → BOM → COK,6:50,1490,2 stops,15481
991,991,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,21:15,180,non-stop,3943
992,992,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,1375,2 stops,13014
993,993,Vistara,2019-01-06,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,11982
994,994,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,9:00,145,non-stop,4174
995,995,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,15:00,805,1 stop,14714
996,996,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,15:00,805,1 stop,10262
997,997,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,8:45,630,1 stop,10261
998,998,Vistara,2019-01-06,Banglore,Delhi,BLR → DEL,19:30,165,non-stop,4878
999,999,GoAir,2019-01-06,Delhi,Cochin,DEL → BOM → COK,7:00,355,1 stop,5457
